Authors,Author(s) ID,Year,Source title,Link,EID
"Oliveira D.L., Moreira E.A.M., de Freitas M.B., de A. Gonçalves J., Furkim A.M., Clavé P.","57189991853;7101881124;55293402500;57193513981;6507327590;57188663033;",2017,"Journal of Nutrition, Health and Aging","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976285916&doi=10.1007%2fs12603-016-0754-6&partnerID=40&md5=7aab1c06f285fef74ab38ded1c9782ae",2-s2.0-84976285916
"Tokdemir M., Kafadar H., Turkoglu A., Bork T.","6508045590;16047655200;16048662000;16046956200;",2007,"Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947308109&doi=10.1016%2fj.legalmed.2006.11.005&partnerID=40&md5=fe1f2f021108fb54a211511d6a02e9e5",2-s2.0-33947308109
