Authors,Author(s) ID,Year,Source title,Link,EID
"Schweitzer K., Nuñez N.","56511514700;36941671400;",2018,"Psychiatry, Psychology and Law","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044028659&doi=10.1080%2f13218719.2018.1437666&partnerID=40&md5=89eed7629dbf00f1e85dad34701f7dce",2-s2.0-85044028659
