Authors,Author(s) ID,Year,Source title,Link,EID
"Eby G.N.","35615249900;",2013,"Geological Society Engineering Geology Special Publication","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888067683&doi=10.1144%2fSP384.5&partnerID=40&md5=87321ae0121f43b57ef6d2253bc70192",2-s2.0-84888067683
