Authors,Author(s) ID,Year,Source title,Link,EID
"Andreotti A., Borghesi F., Aradis A.","7003419205;55096655100;6507047780;",2016,"Italian Journal of Animal Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969543327&doi=10.1080%2f1828051X.2016.1142360&partnerID=40&md5=90444c23a0f4c3109ba4615adfa0abcd",2-s2.0-84969543327
"Payne J., Farris R., Parker G., Bonhotal J., Schwarz M.","10641953100;57190217100;57190219146;6505899258;14011905600;",2015,"Journal of Animal Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978401588&doi=10.2527%2fjas.2014-8193&partnerID=40&md5=58eb1129e1b62e1a215ac46de43b8d3d",2-s2.0-84978401588
"Hazeeq M., Nataraja Moorthy T., Harun R.B., Daud M.Z.","57192644784;56582644900;57192646038;57192640054;",2016,"Malaysian Applied Biology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006986764&partnerID=40&md5=3f4eed53a22acb765af5aef13b1fdf72",2-s2.0-85006986764
