Authors,Author(s) ID,Year,Source title,Link,EID
"Thornton J.I., Kimmel-Lake D.","7402781608;55828728200;",2007,"Crime Reconstruction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052402300&doi=10.1016%2fB978-012369375-4%2f50010-X&partnerID=40&md5=8ef689b089f38d75789460d604feb39d",2-s2.0-80052402300
