Authors,Author(s) ID,Year,Source title,Link,EID
"Chávez Reyes L., Elgueta López C., Briceño Barrios A., Garrido Soto C., Ibáñez C., Jamett Díaz F.","57202831044;57202833297;57202835781;57202835472;12041149600;57202838006;",2018,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049502507&doi=10.1016%2fj.forsciint.2018.06.029&partnerID=40&md5=ca06b3dcdb19b3b4c2e1a2d344ba548e",2-s2.0-85049502507
"Blakey L.S., Sharples G.P., Chana K., Birkett J.W.","57200181669;7003677879;35809803800;7004014784;",2018,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040036495&doi=10.1111%2f1556-4029.13555&partnerID=40&md5=f0697b59d8b30b4a357ed5c727f2ecac",2-s2.0-85040036495
"Merli D., Brandone A., Amadasi A., Cattaneo C., Profumo A.","8368483400;6508288785;53876776000;55157912300;7003364620;",2016,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968586458&doi=10.1007%2fs00414-016-1375-7&partnerID=40&md5=8b6aad827fa386eb6a9cf5d01d52ff14",2-s2.0-84968586458
"Aliste M., Chávez L.G.","56104447400;57102993900;",2016,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957573824&doi=10.1016%2fj.forsciint.2016.01.034&partnerID=40&md5=006060229b4eabbf430d858208313732",2-s2.0-84957573824
"Chang K.H., Jayaprakash P.T., Yew C.H., Abdullah A.F.L.","55645695400;7004736167;55644072200;55621468900;",2013,"Australian Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875926381&doi=10.1080%2f00450618.2012.691546&partnerID=40&md5=29fd2f61a8e69b91779c69d0ebf86c3e",2-s2.0-84875926381
"Rowe W.F.","24455160900;",2012,"Encyclopedia of Forensic Sciences: Second Edition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043234646&doi=10.1016%2fB978-0-12-382165-2.00270-1&partnerID=40&md5=5c1e67c212578b4e875eaedb87cf739e",2-s2.0-85043234646
"Brozek-Mucha Z.","6602161516;",2011,"Microscopy and Microanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055166007&doi=10.1017%2fS1431927611012141&partnerID=40&md5=e98cedf3605ff58d8fbad29102f50436",2-s2.0-82055166007
"Dalby O., Butler D., Birkett J.W.","36160383000;57198299952;7004014784;",2010,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954320178&doi=10.1111%2fj.1556-4029.2010.01370.x&partnerID=40&md5=8ed7f76d57e3a1216c821751a8972c1b",2-s2.0-77954320178
"Zeichner A.","7005860122;",2003,"Analytical and Bioanalytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141956029&doi=10.1007%2fs00216-003-1994-y&partnerID=40&md5=a6c7f79d64cba45b78e3c1d62f4352c5",2-s2.0-0141956029
"Wu Z., Tong Y., Yu J., Zhang X., Yang Y., Pan C., Deng X., Wen Y., Xu Y.","7501412325;55225471800;7405530456;35108563900;7409382210;7403223312;7401767065;55239417300;57198775466;",2001,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034989911&partnerID=40&md5=dd910afea64312294a233519d0abd244",2-s2.0-0034989911
"Saverio Romolo F., Margot P.","6508292376;7004580112;",2001,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035876938&doi=10.1016%2fS0379-0738%2800%2900428-X&partnerID=40&md5=e2f36a3e097a0be7c0c29e4addbcf379",2-s2.0-0035876938
"Miyauchi H., Kumihashi M., Shibayama T.","16212821700;6506493455;57205895586;",1998,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031931445&partnerID=40&md5=81b1f2849b9ff94ecfdd54150aa47b5d",2-s2.0-0031931445
"Brettell T.A., Saferstein R.","6604035747;6603724137;",1997,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030876033&partnerID=40&md5=8d820d5544f12c925b6e32119bef9a80",2-s2.0-0030876033
"Basu S., Boone Jr. C.E., Denio Jr. D.J., Miazga R.A.","7403656094;36797360700;7801377796;6505569890;",1997,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030742763&partnerID=40&md5=817da3eb2c9b9a21dc20bdf0aed0d50c",2-s2.0-0030742763
"Meng H.-H., Caddy B.","7202278946;7004233264;",1997,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030793488&partnerID=40&md5=915d1f40dd367b065908551af1262b10",2-s2.0-0030793488
