Authors,Author(s) ID,Year,Source title,Link,EID
"Kumar M.K., Prabhakar N.G., Chandrika G., Mohan B.M., Nagendrappa G.","57199856561;36601245000;36599837100;7006334767;13608623000;",2011,"Journal of Saudi Chemical Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649750834&doi=10.1016%2fj.jscs.2010.09.006&partnerID=40&md5=82a2643b1e565a756084aa11e24c69af",2-s2.0-78649750834
"De Donato A., Gutz I.G.R.","6505788491;7003646990;",2005,"Electroanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444433491&doi=10.1002%2felan.200303048&partnerID=40&md5=aa44ac383403f05e83f5ef823768ce75",2-s2.0-20444433491
"Schyma C., Placidi P.","7003395370;6603716654;",2000,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033748282&partnerID=40&md5=7b6585757fbfde7239d1c6bed58a8d9f",2-s2.0-0033748282
"Basu S., Boone Jr. C.E., Denio Jr. D.J., Miazga R.A.","7403656094;36797360700;7801377796;6505569890;",1997,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030742763&partnerID=40&md5=817da3eb2c9b9a21dc20bdf0aed0d50c",2-s2.0-0030742763
"Brettell T.A., Saferstein R.","6604035747;6603724137;",1985,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021952008&doi=10.1021%2fac00282a010&partnerID=40&md5=3ff301d4bcf6644fbf261bdca9d38ec4",2-s2.0-0021952008
