Authors,Author(s) ID,Year,Source title,Link,EID
"Erol Ö.Ö., Erdoğan B.Y., Onar A.N.","57192377374;55355646900;6603492027;",2017,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006014919&doi=10.1111%2f1556-4029.13275&partnerID=40&md5=4820c969892f03ae368d3f6efb279bc4",2-s2.0-85006014919
"Sarraguça J.M.G., Lima C., Machado F., Lopes J.A., Almeida A., Fernandes L., Magalhães T., Santos A.","7801489054;7103053554;57206331494;7202733600;22984051100;7103334942;24473164700;16246477100;",2016,"Analyst","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978080615&doi=10.1039%2fc6an00247a&partnerID=40&md5=e4b8bd248322783e93e0b0f73443740e",2-s2.0-84978080615
"Irandoust M., Shariati-Rad M., Haghighi M.","11839348500;26039467400;57208810537;",2013,"Analytical Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885603973&doi=10.1039%2fc3ay40913a&partnerID=40&md5=544213ebcb3f0eba2c9aee38809b548a",2-s2.0-84885603973
"Moldovan Z.","6701505045;",2011,"Revue Roumaine de Chimie","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957941139&partnerID=40&md5=6d08d967b5f765dc30928553b1678642",2-s2.0-79957941139
"Nagaraja P., Al-Tayar N.G.S., Shivakumar A., Shrestha A.K., Gowda A.K.","7003793610;25636789800;21743684800;21743556000;34970992100;",2010,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949916530&doi=10.1016%2fj.saa.2010.01.010&partnerID=40&md5=811679626bbb206f2bd71dbc4e94618a",2-s2.0-77949916530
"Pascali J.P., Liotta E., Gottardo R., Bortolotti F., Tagliaro F.","9433532000;26323687400;6602270042;7005050288;7006052078;",2009,"Journal of Chromatography A","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62249150848&doi=10.1016%2fj.chroma.2009.01.078&partnerID=40&md5=b84a6dd4c771f1fce415c5ea4e832918",2-s2.0-62249150848
"Prest J.E., Beardah M.S., Baldock S.J., Doyle S.P., Fielden P.R., Goddard N.J., Brown B.J.T.","6602733578;6506163935;6602618844;56260233900;7004375023;7006850337;57189029793;",2008,"Journal of Chromatography A","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44649092598&doi=10.1016%2fj.chroma.2008.05.013&partnerID=40&md5=a4c1caabd95716bdbf4d6962978bd9ba",2-s2.0-44649092598
"AL-Okab R.A., Syed A.A.","16306224900;35866178100;",2007,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848858752&doi=10.1016%2fj.saa.2006.12.054&partnerID=40&md5=36b258aff2cd7e95f7d60edd62ba428a",2-s2.0-34848858752
"Cruces-Blanco C., Gámiz-Gracia L., García-Campaña A.M.","56089349500;6601966891;7004918727;",2007,"TrAC - Trends in Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847260323&doi=10.1016%2fj.trac.2006.12.007&partnerID=40&md5=c466df607dc94a0a3d4a34233e2088c6",2-s2.0-33847260323
"Pascali J.P., Trettene M., Bortolotti F., Paoli G.d., Gottardo R., Tagliaro F.","9433532000;6506338700;7005050288;36762907800;6602270042;7006052078;",2006,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745818870&doi=10.1016%2fj.jchromb.2005.11.038&partnerID=40&md5=cfcf332833841eaad032964002f46056",2-s2.0-33745818870
"Tagliaro F., Bortolotti F.","7006052078;7005050288;",2006,"Electrophoresis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31844436011&doi=10.1002%2felps.200500697&partnerID=40&md5=1348c2f421b1bb6497762522010f574a",2-s2.0-31844436011
"Aydin A., Ercan O., Taşcioǧlu S.","7102287960;24824532600;8596211700;",2005,"Talanta","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19744366379&doi=10.1016%2fj.talanta.2005.01.024&partnerID=40&md5=1880b12c329471e8d7b780941f4f55a7",2-s2.0-19744366379
"Miyado T., Tanaka Y., Nagai H., Takeda S., Saito K., Fukushi K., Yoshida Y., Wakida S.-I., Niki E.","9244972700;7405315542;12770985300;7403066659;7406508369;7006591205;56473138900;7003817332;35431487000;",2004,"Journal of Chromatography A","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644254989&doi=10.1016%2fj.chroma.2004.08.037&partnerID=40&md5=79b6f22fd0db714c3c017cdff4a5262e",2-s2.0-4644254989
"Brettell T.A., Rudin N., Saferstein R.","6604035747;6602114968;6603724137;",2003,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038793896&doi=10.1021%2fac0301447&partnerID=40&md5=13c1f73cf055f9e1651fb979bf70d894",2-s2.0-0038793896
