Authors,Author(s) ID,Year,Source title,Link,EID
"Walsh P.M.","57203741433;",2018,"Heavy Metals in the Marine Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052779185&doi=10.1201%2f9781351073158&partnerID=40&md5=18c41bfe24578086822780f7ca460516",2-s2.0-85052779185
"Thompson D.R.","55316299800;",2018,"Heavy Metals in the Marine Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052765507&doi=10.1201%2f9781351073158&partnerID=40&md5=3567de5c7b10b4fd43d38dcea6a9191a",2-s2.0-85052765507
"Byard J.L., Paulsen S.C., Tjeerdema R.S., Chiavelli D.","56494828800;56494571400;7006889518;6507690167;",2014,"Reviews of Environmental Contamination and Toxicology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921758930&doi=10.1007%2f978-3-319-10861-2_3&partnerID=40&md5=68cd5607e6845ebc34e02f38aba5bac2",2-s2.0-84921758930
"Eisler R.","7006254742;",2010,"Compendium of Trace Metals and Marine Biota","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010999470&doi=10.1016%2fC2009-1-28483-8&partnerID=40&md5=c7396af5df91516f9d344a7bf4820eb5",2-s2.0-85010999470
"Fisher I.J., Pain D.J., Thomas V.G.","8860234100;7006081147;7202874476;",2006,"Biological Conservation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745088326&doi=10.1016%2fj.biocon.2006.02.018&partnerID=40&md5=9c2e55498284de6dfe0106384190a11a",2-s2.0-33745088326
"Bryan Jr. A.L., Hopkins W.A., Baionno J.A., Jackson B.P.","35601495100;35594632200;7801467962;35598854800;",2003,"Archives of Environmental Contamination and Toxicology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041866355&doi=10.1007%2fs00244-002-0212-9&partnerID=40&md5=320f47a680a22a49b544f2a5b49cf350",2-s2.0-0041866355
"Henny C.J., Kaiser J.L., Grove R.A., Bentley V.R., Elliott J.E.","7005511478;8873011500;7005114497;6507418876;7402852788;",2003,"Environmental Monitoring and Assessment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038137287&doi=10.1023%2fA%3a1023396815092&partnerID=40&md5=1f7c3da74a2ece071c511ee0988151b7",2-s2.0-0038137287
"Blus L.J.","7004701785;",2002,"Handbook of Ecotoxicology, Second Edition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057897912&partnerID=40&md5=eef128ca059ca955b88c201123f46030",2-s2.0-85057897912
"Abernathy C., Chakraborti D., Edmonds J.S., Gibb H., Hoet P., Hopenhayn-Rich C., Howe P.D., Järup L., Meharg A.A., Moore M.R., Ng J.C., Nishikawa A., Pyy L., Sim M., Stauber J., Vahter M., Imray P., Tomaska L., Hughes D., Aitio A., Becking G., Buckett K., Callan P., Hughes M.F., Kenyon E.M., Lewis D.R., Younes M.","57196790769;7006531653;7102594590;56240716400;7005776725;6601914965;8742497700;7004551746;7006789415;7404470912;7202427246;57205920177;6701434108;7101658396;7004542809;7005364226;17135349100;57209044199;57198874719;7005143908;7004885084;57199583831;6603869380;7402468084;7003769781;57084460800;57207505496;",2001,"Environmental Health Criteria","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19244378894&partnerID=40&md5=4ffca22c0ae9a9df8540111736d0aa58",2-s2.0-19244378894
"De Luca-Abbott S.B., Wong B.S.F., Peakall D.B., Lam P.K.S., Young L., Lam M.H.W., Richardson B.J.","6506526350;7402021987;7006272417;7202365776;7403664166;7202630175;56948281000;",2001,"Ecotoxicology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035169185&doi=10.1023%2fA%3a1012288811808&partnerID=40&md5=9130f04e6ae8f8630ed121bd7ccc1740",2-s2.0-0035169185
"Nagle R.D., Rowe C.L., Congdon J.D.","7102511753;7103076282;7006102329;",2001,"Archives of Environmental Contamination and Toxicology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034997973&doi=10.1007%2fs002440010206&partnerID=40&md5=922e07ff7497e9ebdcc2716b34cd4dde",2-s2.0-0034997973
"Mora M.A., Papoulias D., Nava I., Buckler D.R.","56056323300;6701488859;15734090600;7003794061;",2001,"Environment International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034924962&doi=10.1016%2fS0160-4120%2801%2900047-2&partnerID=40&md5=e41114fb2af3b1a7fe261a4217a5adc8",2-s2.0-0034924962
"Donaldson G.M., Braune B.M.","7102722197;35557630900;",1999,"Archives of Environmental Contamination and Toxicology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033067833&doi=10.1007%2fs002449900495&partnerID=40&md5=6b223f44b5df1f4cbceee86feb94fbd5",2-s2.0-0033067833
