Authors,Author(s) ID,Year,Source title,Link,EID
"Hejtmánková M., Broncová G., Shishkanova T.V.","57201158257;6506567025;6603159940;",2018,"Chemicke Listy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043595542&partnerID=40&md5=7df85a96e98750fc8472487afc759fd9",2-s2.0-85043595542
"Wang J., O'Mahony A.M.","7701314455;24344377800;",2016,"Forensic Science: A Multidisciplinary Approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017475276&doi=10.1002%2f9783527693535.ch6&partnerID=40&md5=83b554e500090e149cc819922e4e3417",2-s2.0-85017475276
"Aksoy C., Akman Y., Ergun Z.O., Uzek U., Aydin F.","55965836700;55966138300;55965973900;6504143483;24470946100;",2013,"Atomic Spectroscopy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890319426&partnerID=40&md5=cba222126e945a0e1040de19afb2b288",2-s2.0-84890319426
"O'Mahony A.M., Wang J.","24344377800;7701314455;",2013,"Electroanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879017775&doi=10.1002%2felan.201300054&partnerID=40&md5=022ce9b1ca276f3d0f0b98f998b6f470",2-s2.0-84879017775
"Lu M., Toghill K.E., Phillips M.A., Compton R.G.","55241247600;24725464500;7402769743;55950127500;",2013,"International Journal of Environmental Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872544048&doi=10.1080%2f03067319.2011.629350&partnerID=40&md5=0e439a00633408a291dadf48ccc73479",2-s2.0-84872544048
"Cetó X., O'Mahony A.M., Samek I.A., Windmiller J.R., Del Valle M., Wang J.","36702561500;24344377800;55347843200;24072330500;7005723747;7701314455;",2012,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870527687&doi=10.1021%2fac302361z&partnerID=40&md5=0b1f22f658668cbdee4077f225b7d132",2-s2.0-84870527687
"O'Mahony A.M., Windmiller J.R., Samek I.A., Bandodkar A.J., Wang J.","24344377800;24072330500;55347843200;35072494300;7701314455;",2012,"Electrochemistry Communications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865589967&doi=10.1016%2fj.elecom.2012.07.004&partnerID=40&md5=051a31fba1611870d1d56da58552b8ad",2-s2.0-84865589967
"Vuki M., Shiu K.-K., Galik M., O'Mahony A.M., Wang J.","6603158089;7006084968;15077814000;24344377800;7701314455;",2012,"Analyst","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862585036&doi=10.1039%2fc2an35379b&partnerID=40&md5=2ee2ba7555b144b86cb29ad3c539751e",2-s2.0-84862585036
"Salles M.O., Bertotti M., Paixão T.R.L.C.","29167555400;7004562485;6506102243;",2012,"Sensors and Actuators, B: Chemical","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861182076&doi=10.1016%2fj.snb.2012.02.097&partnerID=40&md5=84653e11b176a0b41ea77ae31faaae13",2-s2.0-84861182076
"Erden S., Durmus Z., Kiliç E.","10141981800;56254335600;7006065730;",2011,"Electroanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961062181&doi=10.1002%2felan.201000612&partnerID=40&md5=e2f7b17be59a339fb98582c13b7be398",2-s2.0-79961062181
