Authors,Author(s) ID,Year,Source title,Link,EID
"Kara İ.","56592181100;",2017,"Microscopy Research and Technique","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034023066&doi=10.1002%2fjemt.22942&partnerID=40&md5=c0b52954c70c937e73d7b7b279463a0c",2-s2.0-85034023066
"Aksoy Ç., Bora T., Şenocak N., Aydin F.","55965836700;6701785089;55601889900;24470946100;",2015,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925433344&doi=10.1016%2fj.forsciint.2015.03.006&partnerID=40&md5=fd5bcadf77bec216e18d90128c3a8d1a",2-s2.0-84925433344
"Grima M., Hanson R., Tidy H.","37664804100;37664997300;56091293300;",2014,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898005059&doi=10.1016%2fj.forsciint.2014.03.002&partnerID=40&md5=818658b6e0dbe0818e7146448bf0ecdc",2-s2.0-84898005059
"Moran J., Bell S.","55480621300;55423348700;",2013,"International Journal for Ion Mobility Spectrometry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886786054&doi=10.1007%2fs12127-013-0138-0&partnerID=40&md5=50096c060e76af8e51f778ef6b227398",2-s2.0-84886786054
"Aksoy C., Akman Y., Ergun Z.O., Uzek U., Aydin F.","55965836700;55966138300;55965973900;6504143483;24470946100;",2013,"Atomic Spectroscopy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890319426&partnerID=40&md5=cba222126e945a0e1040de19afb2b288",2-s2.0-84890319426
"MacCrehan W.A., Layman M.J., Secl J.D.","7003651944;6701688331;6504193676;",2003,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042531994&doi=10.1016%2fS0379-0738%2803%2900207-X&partnerID=40&md5=0de3f359a91037f4089f0bf98e15e9e6",2-s2.0-0042531994
"Northrop D.M.","7006139649;",2001,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034994264&partnerID=40&md5=9c8246a63fbc2c2067265f3f009abff5",2-s2.0-0034994264
"Saverio Romolo F., Margot P.","6508292376;7004580112;",2001,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035876938&doi=10.1016%2fS0379-0738%2800%2900428-X&partnerID=40&md5=e2f36a3e097a0be7c0c29e4addbcf379",2-s2.0-0035876938
"Northrop D.M., Mac Crehan W.A.","7006139649;56966998900;",1992,"Journal of Liquid Chromatography","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026600010&doi=10.1080%2f10826079208018849&partnerID=40&md5=03b363554cfa95b20bbe1fa6bb0fc6a3",2-s2.0-0026600010
"Brettell T.A., Saferstein R.","6604035747;6603724137;",1983,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022649139&doi=10.1021%2fac00256a006&partnerID=40&md5=1c894702436256c153a50c94a6909a38",2-s2.0-85022649139
