Authors,Author(s) ID,Year,Source title,Link,EID
"Moreira R.C., Costa B.M.C., Marra M.C., Santana M.H.P., Maldaner A.O., Botelho É.D., Paixão T.R.L.C., Richter E.M., Coltro W.K.T.","56900624400;57203066384;54682144300;57189464792;36883383800;8639969300;6506102243;13309480600;8675907400;",2018,"Electrophoresis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050402350&doi=10.1002%2felps.201800137&partnerID=40&md5=597a0e1480e18008efc06fc9befa0aeb",2-s2.0-85050402350
"Rocha D.P., Cardoso R.M., Tormin T.F., de Araujo W.R., Munoz R.A.A., Richter E.M., Angnes L.","57194055239;56730121600;35238731000;53879388500;7202035961;13309480600;7004392162;",2018,"Electroanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043684379&doi=10.1002%2felan.201800042&partnerID=40&md5=da96f82508a0a7860f1baad979d42444",2-s2.0-85043684379
"Hejtmánková M., Broncová G., Shishkanova T.V.","57201158257;6506567025;6603159940;",2018,"Chemicke Listy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043595542&partnerID=40&md5=7df85a96e98750fc8472487afc759fd9",2-s2.0-85043595542
"Wang J., O'Mahony A.M.","7701314455;24344377800;",2016,"Forensic Science: A Multidisciplinary Approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017475276&doi=10.1002%2f9783527693535.ch6&partnerID=40&md5=83b554e500090e149cc819922e4e3417",2-s2.0-85017475276
"Kara L., Sarikavak Y., Lisesivdin S.B., Kasap M.","57188548277;36621412600;16242267700;6603712742;",2016,"Environmental Forensics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961652487&doi=10.1080%2f15275922.2015.1133729&partnerID=40&md5=d751276fcdfa7aa0348909dd6b8fdf15",2-s2.0-84961652487
"Kucukkolbasi S., Temur O., Kara H., Khaskheli A.R.","16039784700;55829077200;55771785300;22135152000;",2014,"Food Analytical Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894791911&doi=10.1007%2fs12161-013-9694-5&partnerID=40&md5=56ca903106727f10d27e6721aac35299",2-s2.0-84894791911
"Ly S., Kim N.J., Youn M., Kim Y., Sung Y., Kim D., Chung T.","7003990386;7403396595;56032277100;56031514700;56031167000;56032211500;56032091700;",2013,"Toxicological Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893747606&doi=10.5487%2fTR.2013.29.4.293&partnerID=40&md5=8bdef357a7d8c3ec1e3ea78bf9723d93",2-s2.0-84893747606
"O'Mahony A.M., Wang J.","24344377800;7701314455;",2013,"Electroanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879017775&doi=10.1002%2felan.201300054&partnerID=40&md5=022ce9b1ca276f3d0f0b98f998b6f470",2-s2.0-84879017775
"Cetó X., O'Mahony A.M., Samek I.A., Windmiller J.R., Del Valle M., Wang J.","36702561500;24344377800;55347843200;24072330500;7005723747;7701314455;",2012,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870527687&doi=10.1021%2fac302361z&partnerID=40&md5=0b1f22f658668cbdee4077f225b7d132",2-s2.0-84870527687
"Vuki M., Shiu K.-K., Galik M., O'Mahony A.M., Wang J.","6603158089;7006084968;15077814000;24344377800;7701314455;",2012,"Analyst","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862585036&doi=10.1039%2fc2an35379b&partnerID=40&md5=2ee2ba7555b144b86cb29ad3c539751e",2-s2.0-84862585036
