Authors,Author(s) ID,Year,Source title,Link,EID
"Wang Q., Teng G., Zhao Y., Cui X., Wei K.","55698114200;57204662151;57007406200;57207450128;57207783675;",2019,"IEEE Photonics Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065428211&doi=10.1109%2fJPHOT.2019.2912580&partnerID=40&md5=e938b39ab2deefc2a36fd0138e95bbfa",2-s2.0-85065428211
"Pyl C.V., Ovide O., Ho M., Yuksel B., Trejos T.","57205271399;57205272604;57205271889;35744398700;6507011064;",2019,"Spectrochimica Acta - Part B Atomic Spectroscopy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059342135&doi=10.1016%2fj.sab.2018.12.010&partnerID=40&md5=12e72179035becdc8a65d5e49313fc61",2-s2.0-85059342135
"Mistek E., Fikiet M.A., Khandasammy S.R., Lednev I.K.","56730868900;57200879408;57200881474;7004549899;",2019,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058070129&doi=10.1021%2facs.analchem.8b04704&partnerID=40&md5=0a5b18ba0f6eed40f911fa3dc212a4aa",2-s2.0-85058070129
"Jolivet L., Leprince M., Moncayo S., Sorbier L., Lienemann C.-P., Motto-Ros V.","57206461933;57204816982;55805368000;56226467000;6603485445;24176365700;",2019,"Spectrochimica Acta - Part B Atomic Spectroscopy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057296743&doi=10.1016%2fj.sab.2018.11.008&partnerID=40&md5=996ab8585ae1ee98a9918a225d6ac54c",2-s2.0-85057296743
"Doña-Fernández A., de Andres-Gimeno I., Santiago-Toribio P., Valtuille-Fernández E., Aller-Sanchez F., Heras-González A.","57204124213;57204128178;57204126547;57204120517;57204121312;57204122434;",2018,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054593662&doi=10.1016%2fj.forsciint.2018.09.021&partnerID=40&md5=fcb01b017e64882e18c16e8722b12305",2-s2.0-85054593662
"Carter S., Clough R., Fisher A., Gibson B., Russell B., Waack J.","57209592825;34975251200;56447781800;56385052500;56347549900;57204546425;",2018,"Journal of Analytical Atomic Spectrometry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056122861&doi=10.1039%2fc8ja90039f&partnerID=40&md5=1c2e05f6eee319d940f2089c5b812338",2-s2.0-85056122861
"Yang J.-H., Yoh J.J.","57192458496;57189327916;",2018,"Microchemical Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044141485&doi=10.1016%2fj.microc.2018.03.027&partnerID=40&md5=cabf1668672848c180c348cd62d13d60",2-s2.0-85044141485
"Zapata F., López-López M., Amigo J.M., García-Ruiz C.","56417459200;36614422500;13408911100;35271820400;",2018,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034773344&doi=10.1016%2fj.forsciint.2017.11.025&partnerID=40&md5=8a573c7e337795d7ce26363220115476",2-s2.0-85034773344
"Lucena M.A.M., Ordoñez C., Weber I.T., Torre M., García-Ruiz C., López-López M.","7005609500;57195937657;7102280478;57195255426;35271820400;36614422500;",2017,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030236458&doi=10.1016%2fj.forsciint.2017.09.013&partnerID=40&md5=f17878a88133b329baa095e8536daf15",2-s2.0-85030236458
