Authors,Author(s) ID,Year,Source title,Link,EID
"Głomb P., Romaszewski M., Cholewa M., Domino K.","16039493100;42962230500;55596351400;36008228300;",2018,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050857913&doi=10.1016%2fj.forsciint.2018.06.040&partnerID=40&md5=1f31fc47c9b3cf0644f764253a203779",2-s2.0-85050857913
"Santos A., Ramos P., Fernandes L., Magalhães T., Almeida A., Sousa A.","16246477100;55863188100;7103334942;24473164700;22984051100;13006494000;",2015,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937118955&doi=10.1016%2fj.forsciint.2014.12.006&partnerID=40&md5=ec17859c44bdfcdc57f9a22c4231a237",2-s2.0-84937118955
"Amadasi A., Merli D., Brandone A., Poppa P., Gibelli D., Cattaneo C.","53876776000;8368483400;6508288785;22836584100;26532520200;55157912300;",2013,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880170690&doi=10.1111%2f1556-4029.12149&partnerID=40&md5=313c01fbb84733b6db5e2f35a4bca091",2-s2.0-84880170690
"Chang K.H., Jayaprakash P.T., Yew C.H., Abdullah A.F.L.","55645695400;7004736167;55644072200;55621468900;",2013,"Australian Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875926381&doi=10.1080%2f00450618.2012.691546&partnerID=40&md5=29fd2f61a8e69b91779c69d0ebf86c3e",2-s2.0-84875926381
"Amadasi A., Borgonovo S., Brandone A., Di Giancamillo M., Cattaneo C.","53876776000;17344890100;6508288785;6507541689;55157912300;",2012,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863725019&doi=10.1007%2fs00414-011-0633-y&partnerID=40&md5=b5c1a68f9d6c27902005ba088e61cb71",2-s2.0-84863725019
[No author name available],[No author id available],2011,"Springer Series in Materials Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867532297&partnerID=40&md5=ab6ea08a351c7bf3966d667af660cf6f",2-s2.0-84867532297
[No author name available],[No author id available],2011,"Springer Series in Materials Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867505135&partnerID=40&md5=7511274eed648fb445c3ea6ebb926c41",2-s2.0-84867505135
"Sharma S.P., Lahiri S.C.","55428765100;7203050822;",2009,"Science and Justice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69649088077&doi=10.1016%2fj.scijus.2008.07.002&partnerID=40&md5=faf4d95bff6b108af9e968be12987f27",2-s2.0-69649088077
"Bailey M.J., Kirkby K.J., Jeynes C.","26640197300;8683196800;7005965730;",2009,"X-Ray Spectrometry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67249144854&doi=10.1002%2fxrs.1142&partnerID=40&md5=f43d5e4bed95831fdc397dc00595b1fe",2-s2.0-67249144854
"Li H.-W., Wan L.-H., Ma Z.-H.","57206830861;23494276000;55479113000;",2008,"Chinese Journal of Forensic Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47149106409&partnerID=40&md5=499f8ac792f38ab96c399b4752e91ca0",2-s2.0-47149106409
"Thomson S., Reinhard M., Colella M., Tuniz C.","7202276288;57204684322;6701775911;7003708200;",2006,"Radionuclide Concentrations in Food and the Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020247848&partnerID=40&md5=4d67ebb0212ab59cb49441cc23ad7f73",2-s2.0-85020247848
"Saverio Romolo F., Margot P.","6508292376;7004580112;",2001,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035876938&doi=10.1016%2fS0379-0738%2800%2900428-X&partnerID=40&md5=e2f36a3e097a0be7c0c29e4addbcf379",2-s2.0-0035876938
"Misra G., Sawhney K.J.S., Lodha G.S., Mittal V.K., Sahota H.S.","7005084672;35269871100;7003649120;55187179400;7003536976;",1992,"International Journal of Radiation Applications and Instrumentation. Part","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026522922&doi=10.1016%2f0883-2889%2892%2990028-D&partnerID=40&md5=571a686eb1e2b0af5efb50619fcbe25e",2-s2.0-0026522922
"Varier K.M., Unnikrishnan M.P.","6701502701;7004474224;",1986,"Physical Review A","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35949020329&doi=10.1103%2fPhysRevA.33.2382&partnerID=40&md5=89c972b745b3b04868d4abfa1fc34233",2-s2.0-35949020329
"Sen P., Mehta G.K.","7402920496;57196059648;",1983,"IEEE Transactions on Nuclear Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020115426&doi=10.1109%2fTNS.1983.4332515&partnerID=40&md5=23adb5e52af23ae90fa6531999c32a3e",2-s2.0-0020115426
"Varier K.M., Nayak A.K., Mehta G.K.","6701502701;57197505537;57196059648;",1983,"IEEE Transactions on Nuclear Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020112542&doi=10.1109%2fTNS.1983.4332519&partnerID=40&md5=22b7d426514335370a8dff6b06f2e556",2-s2.0-0020112542
"Brettell T.A., Saferstein R.","6604035747;6603724137;",1983,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022649139&doi=10.1021%2fac00256a006&partnerID=40&md5=1c894702436256c153a50c94a6909a38",2-s2.0-85022649139
